type_encoded,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_difference,power,tool_wear_ratio,Machine failure,TWF,HDF,PWF,OSF,RNF
2,301.3,311.0,1341,59.3,134,9.699999999999989,8.32683769633508,0.5296442687747036,0,0,0,0,0,0
0,301.2,310.8,1479,38.2,139,9.600000000000023,5.916,0.549407114624506,0,0,0,0,0,0
0,301.2,310.9,1413,50.1,141,9.699999999999989,7.412701570680628,0.5573122529644269,0,0,0,0,0,0
0,301.3,310.9,2165,17.4,143,9.599999999999966,3.944607329842932,0.5652173913043478,0,0,0,0,0,0
1,301.3,311.0,1641,33.0,145,9.699999999999989,5.670471204188481,0.5731225296442688,0,0,0,0,0,0
1,301.3,311.0,1495,40.8,148,9.699999999999989,6.387015706806282,0.5849802371541502,0,0,0,0,0,0
0,301.3,311.0,1576,30.4,151,9.699999999999989,5.016795811518324,0.5968379446640316,0,0,0,0,0,0
0,301.2,310.9,1467,37.1,153,9.699999999999989,5.699026178010472,0.6047430830039525,0,0,0,0,0,0
0,301.2,310.8,1479,41.2,155,9.600000000000023,6.380607329842932,0.6126482213438735,0,0,0,0,0,0
0,301.3,310.9,1596,33.9,157,9.599999999999966,5.665382198952879,0.6205533596837944,0,0,0,0,0,0
1,301.3,310.9,1512,36.9,159,9.599999999999966,5.842178010471204,0.6284584980237155,0,0,0,0,0,0
0,301.4,310.9,1414,38.8,162,9.5,5.744837696335078,0.6403162055335968,0,0,0,0,0,0
0,301.3,310.8,1390,57.4,164,9.5,8.35455497382199,0.6482213438735178,0,0,0,0,0,0
0,301.2,310.7,1644,31.6,166,9.5,5.439832460732984,0.6561264822134387,0,0,0,0,0,0
1,301.2,310.7,1394,42.8,168,9.5,6.247455497382199,0.6640316205533597,0,0,0,0,0,0
0,301.1,310.5,1324,52.4,171,9.399999999999977,7.264670157068062,0.6758893280632411,0,0,0,0,0,0
0,301.0,310.4,1476,43.6,173,9.399999999999977,6.7385968586387435,0.6837944664031621,0,0,0,0,0,0
0,301.0,310.4,2204,16.6,175,9.399999999999977,3.83103664921466,0.691699604743083,0,0,0,0,0,0
1,301.0,310.4,1665,30.9,177,9.399999999999977,5.387277486910995,0.6996047430830039,0,0,0,0,0,0
0,300.9,310.4,1445,41.7,180,9.5,6.309581151832462,0.7114624505928854,0,0,0,0,0,0
2,300.8,310.3,1457,46.8,182,9.5,7.14006282722513,0.7193675889328063,0,0,0,0,0,0
0,300.8,310.2,1492,46.3,187,9.399999999999977,7.233465968586387,0.7391304347826086,0,0,0,0,0,0
0,300.8,310.1,1405,61.2,189,9.300000000000011,9.003769633507853,0.7470355731225297,1,0,0,1,1,0
0,300.7,310.1,1542,35.5,191,9.400000000000034,5.732041884816754,0.7549407114624506,0,0,0,0,0,0
0,300.8,310.2,1520,37.7,193,9.399999999999977,6.0004188481675405,0.7628458498023716,0,0,0,0,0,0
1,300.8,310.2,1598,36.5,195,9.399999999999977,6.1075392670157065,0.7707509881422925,0,0,0,0,0,0
0,300.8,310.3,1538,36.1,198,9.5,5.813801047120419,0.782608695652174,0,0,0,0,0,0
0,300.9,310.4,1615,30.9,200,9.5,5.225497382198953,0.7905138339920948,0,0,0,0,0,0
0,301.0,310.5,1408,47.0,202,9.5,6.929424083769634,0.7984189723320159,0,0,0,0,0,0
0,301.0,310.5,1379,57.3,204,9.5,8.274,0.8063241106719368,1,0,0,0,1,0
0,301.0,310.6,1493,37.8,206,9.600000000000023,5.909465968586387,0.8142292490118577,1,1,0,0,0,0
0,301.1,310.7,1376,49.1,0,9.599999999999966,7.074513089005237,0.0,0,0,0,0,0,0
1,301.1,310.7,1583,40.7,2,9.599999999999966,6.746397905759163,0.007905138339920948,0,0,0,0,0,0
1,301.2,310.8,1396,47.4,5,9.600000000000023,6.928837696335078,0.019762845849802372,0,0,0,0,0,0
0,301.1,310.7,1436,45.3,8,9.599999999999966,6.811602094240837,0.03162055335968379,0,0,0,0,0,0
0,301.1,310.6,1417,47.6,10,9.5,7.062743455497382,0.039525691699604744,0,0,0,0,0,0
0,301.0,310.6,1641,33.4,12,9.600000000000023,5.739204188481675,0.04743083003952569,0,0,0,0,0,0
1,301.0,310.6,1698,27.3,14,9.600000000000023,4.853968586387435,0.05533596837944664,0,0,0,0,0,0
0,300.9,310.4,1541,39.1,17,9.5,6.309225130890053,0.06719367588932806,0,0,0,0,0,0
0,300.8,310.3,1383,46.6,19,9.5,6.748460732984293,0.07509881422924901,0,0,0,0,0,0
0,300.8,310.4,1368,46.8,21,9.599999999999966,6.703916230366492,0.08300395256916997,0,0,0,0,0,0
0,300.8,310.4,1570,35.2,23,9.599999999999966,5.786806282722514,0.09090909090909091,0,0,0,0,0,0
0,300.9,310.5,1616,33.5,25,9.600000000000023,5.6686910994764395,0.09881422924901186,0,0,0,0,0,0
1,300.9,310.5,1444,43.2,27,9.600000000000023,6.532020942408377,0.1067193675889328,0,0,0,0,0,0
0,300.9,310.4,2021,18.8,30,9.5,3.978513089005236,0.11857707509881422,0,0,0,0,0,0
1,300.9,310.5,1702,29.3,32,9.600000000000023,5.221842931937172,0.12648221343873517,0,0,0,0,0,0
1,301.1,310.6,1429,52.7,35,9.5,7.885685863874346,0.1383399209486166,0,0,0,0,0,0
0,301.2,310.8,1711,28.9,38,9.600000000000023,5.17779057591623,0.15019762845849802,0,0,0,0,0,0
1,301.2,310.7,1543,32.9,40,9.5,5.3156753926701565,0.15810276679841898,0,0,0,0,0,0
0,301.3,310.8,1628,32.2,43,9.5,5.48917277486911,0.16996047430830039,0,0,0,0,0,0
0,301.2,310.8,1233,64.6,45,9.600000000000023,8.340502617801047,0.17786561264822134,0,0,0,0,0,0
0,301.2,310.8,1461,40.6,47,9.600000000000023,6.2111623036649215,0.1857707509881423,0,0,0,0,0,0
0,301.2,310.7,1568,38.3,49,9.5,6.288418848167539,0.19367588932806323,0,0,0,0,0,0
0,301.3,310.8,1432,54.4,51,9.5,8.157151832460734,0.2015810276679842,0,0,0,0,0,0
1,301.2,310.7,1527,41.1,53,9.5,6.571696335078535,0.20948616600790515,0,0,0,0,0,0
1,301.3,310.8,1455,41.2,56,9.5,6.277068062827226,0.22134387351778656,0,0,0,0,0,0
1,301.3,310.8,1418,45.4,59,9.5,6.741068062827225,0.233201581027668,0,0,0,0,0,0
0,301.3,310.8,1719,29.5,62,9.5,5.31,0.2450592885375494,0,0,0,0,0,0
1,301.2,310.8,1734,31.3,64,9.600000000000023,5.683162303664922,0.25296442687747034,0,0,0,0,0,0
1,301.2,310.7,1426,46.1,67,9.5,6.883623036649215,0.2648221343873518,0,0,0,0,0,0
0,301.1,310.6,1611,35.2,70,9.5,5.937926701570681,0.2766798418972332,0,0,0,0,0,0
1,301.1,310.6,1479,41.1,72,9.5,6.365120418848168,0.2845849802371542,0,0,0,0,0,0
0,301.0,310.5,1317,50.9,75,9.5,7.0194031413612565,0.2964426877470356,0,0,0,0,0,0
0,301.0,310.5,1248,61.4,77,9.5,8.02379057591623,0.30434782608695654,0,0,0,0,0,0
0,301.0,310.5,1932,21.7,79,9.5,4.3899895287958115,0.31225296442687744,0,0,0,0,0,0
1,301.1,310.5,1547,35.8,81,9.399999999999977,5.799225130890052,0.3201581027667984,0,0,0,0,0,0
0,301.0,310.4,1614,31.6,84,9.399999999999977,5.340565445026178,0.33201581027667987,0,0,0,0,0,0
2,301.0,310.4,1512,44.9,86,9.399999999999977,7.108774869109948,0.33992094861660077,0,0,0,0,0,0
0,301.1,310.5,1529,38.7,91,9.399999999999977,6.196052356020942,0.35968379446640314,0,0,0,0,0,0
2,301.1,310.6,1782,24.9,93,9.5,4.6462617801047115,0.3675889328063241,0,0,0,0,0,0
0,301.0,310.5,1429,39.4,98,9.5,5.895560209424084,0.38735177865612647,0,0,0,0,0,0
1,301.1,310.5,1309,60.7,100,9.399999999999977,8.320031413612567,0.3952569169960474,0,0,0,0,0,0
0,301.1,310.5,1428,44.1,103,9.399999999999977,6.594219895287958,0.40711462450592883,0,0,0,0,0,0
0,301.2,310.6,1385,49.2,105,9.400000000000034,7.135287958115184,0.4150197628458498,0,0,0,0,0,0
0,301.2,310.7,1517,39.4,107,9.5,6.25861780104712,0.42292490118577075,0,0,0,0,0,0
1,301.2,310.6,1576,39.6,109,9.400000000000034,6.5350366492146605,0.4308300395256917,0,0,0,0,0,0
0,301.2,310.6,1437,51.2,112,9.400000000000034,7.704125654450262,0.4426877470355731,0,0,0,0,0,0
2,301.2,310.6,1457,50.5,114,9.400000000000034,7.704554973821989,0.4505928853754941,0,0,0,0,0,0
0,301.1,310.5,1532,37.5,119,9.399999999999977,6.015706806282722,0.47035573122529645,0,0,0,0,0,0
1,301.1,310.5,1603,32.6,121,9.399999999999977,5.472020942408378,0.4782608695652174,0,0,0,0,0,0
0,301.0,310.4,1563,34.4,124,9.399999999999977,5.630073298429319,0.4901185770750988,0,0,0,0,0,0
0,301.0,310.3,1617,34.5,126,9.300000000000011,5.84151832460733,0.4980237154150198,0,0,0,0,0,0
1,300.8,310.1,1686,26.9,128,9.300000000000011,4.749047120418847,0.5059288537549407,0,0,0,0,0,0
0,300.9,310.2,1382,50.4,131,9.300000000000011,7.293486910994765,0.5177865612648221,0,0,0,0,0,0
0,300.9,310.1,2090,17.8,133,9.200000000000045,3.8954973821989527,0.525691699604743,0,0,0,0,0,0
0,300.9,310.3,1446,44.5,135,9.400000000000034,6.737905759162303,0.5335968379446641,0,0,0,0,0,0
1,300.9,310.2,1533,38.1,137,9.300000000000011,6.115947643979058,0.541501976284585,0,0,0,0,0,0
0,300.9,310.3,1440,47.6,140,9.400000000000034,7.17738219895288,0.5533596837944664,0,0,0,0,0,0
1,301.0,310.4,1793,25.0,142,9.399999999999977,4.693717277486911,0.5612648221343873,0,0,0,0,0,0
1,301.0,310.4,1517,46.1,145,9.399999999999977,7.322900523560209,0.5731225296442688,0,0,0,0,0,0
0,300.9,310.4,1544,36.0,148,9.5,5.8203141361256545,0.5849802371541502,0,0,0,0,0,0
0,300.9,310.3,1321,48.8,150,9.400000000000034,6.750240837696334,0.5928853754940712,0,0,0,0,0,0
1,300.9,310.3,1416,50.9,152,9.400000000000034,7.5470575916230365,0.6007905138339921,0,0,0,0,0,0
0,300.8,310.2,1514,40.0,155,9.399999999999977,6.341361256544503,0.6126482213438735,0,0,0,0,0,0
1,300.8,310.2,1304,52.5,157,9.399999999999977,7.168586387434555,0.6205533596837944,0,0,0,0,0,0
0,300.7,310.2,1286,64.9,160,9.5,8.739413612565446,0.6324110671936759,0,0,0,0,0,0
1,300.7,310.1,1483,40.2,162,9.400000000000034,6.242575916230367,0.6403162055335968,0,0,0,0,0,0
0,300.7,310.1,1351,46.9,165,9.400000000000034,6.6347539267015705,0.6521739130434783,0,0,0,0,0,0
1,300.7,310.1,1367,52.6,167,9.400000000000034,7.52923560209424,0.6600790513833992,0,0,0,0,0,0
0,300.7,310.1,1721,32.3,170,9.400000000000034,5.820764397905759,0.6719367588932806,0,0,0,0,0,0
0,300.6,310.0,1455,40.4,172,9.399999999999977,6.155183246073299,0.6798418972332015,0,0,0,0,0,0
0,300.6,310.0,1425,49.5,174,9.399999999999977,7.386125654450262,0.6877470355731226,0,0,0,0,0,0
0,300.7,310.0,1672,29.7,176,9.300000000000011,5.199832460732985,0.6956521739130435,0,0,0,0,0,0
1,300.7,310.0,1641,34.6,178,9.300000000000011,5.945403141361258,0.7035573122529645,0,0,0,0,0,0
1,300.5,310.0,1580,37.0,181,9.5,6.121465968586388,0.7154150197628458,0,0,0,0,0,0
2,300.5,310.0,1495,47.4,184,9.5,7.42020942408377,0.7272727272727273,0,0,0,0,0,0
1,300.5,309.9,1994,19.8,189,9.399999999999977,4.1341570680628275,0.7470355731225297,0,0,0,0,0,0
1,300.4,309.9,1415,31.8,192,9.5,4.711727748691099,0.758893280632411,0,0,0,0,0,0
1,300.4,309.8,1725,30.4,195,9.400000000000034,5.491099476439791,0.7707509881422925,0,0,0,0,0,0
1,300.4,309.8,1430,43.4,198,9.400000000000034,6.498638743455498,0.782608695652174,0,0,0,0,0,0
0,300.4,309.8,1395,48.1,201,9.400000000000034,7.0261256544502615,0.7944664031620553,0,0,0,0,0,0
1,300.4,309.8,1435,43.6,203,9.400000000000034,6.551413612565445,0.8023715415019763,0,0,0,0,0,0
0,300.4,309.9,1681,28.6,206,9.5,5.034198952879581,0.8142292490118577,0,0,0,0,0,0
0,300.5,310.0,1451,48.6,208,9.5,7.384146596858639,0.8221343873517787,0,0,0,0,0,0
2,300.5,309.9,1397,45.9,210,9.399999999999977,6.714376963350785,0.8300395256916996,1,1,0,0,0,0
1,300.4,309.8,1421,47.2,0,9.400000000000034,7.023162303664921,0.0,0,0,0,0,0,0
1,300.3,309.8,1444,42.0,3,9.5,6.350575916230366,0.011857707509881422,0,0,0,0,0,0
0,300.2,309.8,1827,23.0,6,9.600000000000023,4.400104712041885,0.023715415019762844,0,0,0,0,0,0
2,300.2,309.8,1374,47.7,8,9.600000000000023,6.862806282722514,0.03162055335968379,0,0,0,0,0,0
0,300.2,309.8,1650,29.6,13,9.600000000000023,5.114136125654451,0.05138339920948617,0,0,0,0,0,0
0,300.2,309.7,1275,60.7,15,9.5,8.10392670157068,0.05928853754940711,0,0,0,0,0,0
0,300.2,309.7,1421,44.6,17,9.5,6.636293193717277,0.06719367588932806,0,0,0,0,0,0
0,300.2,309.8,1557,33.8,19,9.600000000000023,5.510638743455497,0.07509881422924901,0,0,0,0,0,0
0,300.1,309.8,1506,35.2,21,9.699999999999989,5.550910994764398,0.08300395256916997,0,0,0,0,0,0
0,300.1,309.7,1362,49.1,23,9.599999999999966,7.002534031413612,0.09090909090909091,0,0,0,0,0,0
0,300.0,309.7,1542,47.1,25,9.699999999999989,7.605047120418848,0.09881422924901186,0,0,0,0,0,0
0,300.0,309.6,1496,38.8,27,9.600000000000023,6.077989528795811,0.1067193675889328,0,0,0,0,0,0
1,300.0,309.6,1491,42.0,29,9.600000000000023,6.557277486910995,0.11462450592885376,0,0,0,0,0,0
0,300.1,309.6,1565,34.8,32,9.5,5.702827225130889,0.12648221343873517,0,0,0,0,0,0
0,300.1,309.7,1481,37.9,34,9.599999999999966,5.877476439790576,0.13438735177865613,0,0,0,0,0,0
1,300.1,309.7,1420,48.4,36,9.599999999999966,7.196649214659685,0.1422924901185771,0,0,0,0,0,0
0,300.2,309.8,1398,54.8,39,9.600000000000023,8.022031413612565,0.1541501976284585,0,0,0,0,0,0
1,300.2,309.8,1466,45.7,41,9.600000000000023,7.01530890052356,0.16205533596837945,0,0,0,0,0,0
0,300.1,309.8,1430,56.7,44,9.699999999999989,8.490157068062826,0.17391304347826086,0,0,0,0,0,0
0,300.1,309.7,1441,40.1,46,9.599999999999966,6.05069109947644,0.18181818181818182,0,0,0,0,0,0
1,300.1,309.7,1348,57.3,48,9.599999999999966,8.088,0.18972332015810275,0,0,0,0,0,0
0,300.0,309.6,1738,28.7,51,9.600000000000023,5.22309947643979,0.2015810276679842,0,0,0,0,0,0
1,300.0,309.6,1618,36.2,53,9.600000000000023,6.133151832460734,0.20948616600790515,0,0,0,0,0,0
1,299.9,309.6,1489,41.7,56,9.700000000000045,6.501706806282723,0.22134387351778656,0,0,0,0,0,0
1,299.9,309.5,1412,57.9,59,9.600000000000023,8.560712041884818,0.233201581027668,0,0,0,0,0,0
1,299.9,309.5,2065,18.1,62,9.600000000000023,3.9137696335078536,0.2450592885375494,0,0,0,0,0,0
0,300.0,309.6,1571,33.1,65,9.600000000000023,5.445036649214661,0.25691699604743085,0,0,0,0,0,0
1,300.0,309.6,1423,48.7,67,9.600000000000023,7.2565549738219906,0.2648221343873518,0,0,0,0,0,0
2,300.0,309.5,1781,24.9,70,9.5,4.64365445026178,0.2766798418972332,0,0,0,0,0,0
0,300.1,309.6,1321,46.9,75,9.5,6.487424083769634,0.2964426877470356,0,0,0,0,0,0
0,300.1,309.6,1546,36.7,77,9.5,5.94117277486911,0.30434782608695654,0,0,0,0,0,0
1,300.0,309.5,1879,22.4,79,9.5,4.407287958115183,0.31225296442687744,0,0,0,0,0,0
2,300.0,309.5,1735,28.9,82,9.5,5.25041884816754,0.3241106719367589,0,0,0,0,0,0
0,300.0,309.5,1506,38.8,87,9.5,6.11861780104712,0.3438735177865613,0,0,0,0,0,0
2,300.0,309.6,1629,32.3,89,9.600000000000023,5.5096020942408375,0.35177865612648224,0,0,0,0,0,0
0,300.0,309.6,1694,28.7,94,9.600000000000023,5.0908691099476435,0.3715415019762846,0,0,0,0,0,0
0,300.1,309.6,1541,37.0,96,9.5,5.970366492146597,0.3794466403162055,0,0,0,0,0,0
0,300.0,309.6,1514,44.6,98,9.600000000000023,7.0706178010471215,0.38735177865612647,0,0,0,0,0,0
0,300.1,309.7,1485,45.9,100,9.599999999999966,7.137329842931937,0.3952569169960474,0,0,0,0,0,0
0,300.2,309.8,1430,55.0,102,9.600000000000023,8.235602094240837,0.4031620553359684,0,0,0,0,0,0
0,300.2,309.7,1771,27.1,104,9.5,5.025560209424085,0.41106719367588934,0,0,0,0,0,0
0,300.2,309.8,1481,41.9,106,9.600000000000023,6.49779057591623,0.4189723320158103,0,0,0,0,0,0
2,300.2,309.7,1483,43.8,108,9.5,6.8016125654450255,0.4268774703557312,0,0,0,0,0,0
2,300.1,309.6,1463,45.1,113,9.5,6.90903664921466,0.44664031620553357,0,0,0,0,0,0
0,300.1,309.7,1410,48.3,118,9.599999999999966,7.131204188481675,0.466403162055336,0,0,0,0,0,0
0,300.2,309.7,1656,34.3,120,9.5,5.947727748691099,0.4743083003952569,0,0,0,0,0,0
1,300.2,309.8,1487,39.2,122,9.600000000000023,6.103706806282723,0.48221343873517786,0,0,0,0,0,0
2,300.3,309.9,1509,46.6,125,9.599999999999966,7.363287958115184,0.49407114624505927,0,0,0,0,0,0
2,300.3,309.9,1677,30.1,130,9.599999999999966,5.285623036649215,0.5138339920948617,0,0,0,0,0,0
0,300.3,309.8,1450,55.0,135,9.5,8.350785340314136,0.5335968379446641,0,0,0,0,0,0
1,300.2,309.7,1413,43.0,137,9.5,6.362198952879581,0.541501976284585,0,0,0,0,0,0
0,300.1,309.7,1680,33.8,140,9.599999999999966,5.945968586387433,0.5533596837944664,0,0,0,0,0,0
0,300.2,309.7,1678,30.5,142,9.5,5.359057591623037,0.5612648221343873,0,0,0,0,0,0
1,300.2,309.7,1408,44.0,144,9.5,6.487120418848168,0.5691699604743083,0,0,0,0,0,0
1,300.1,309.6,1376,52.1,147,9.5,7.5067643979057594,0.5810276679841897,0,0,0,0,0,0
0,300.0,309.6,1526,46.4,150,9.600000000000023,7.4142827225130885,0.5928853754940712,0,0,0,0,0,0
1,300.0,309.6,1587,32.6,152,9.600000000000023,5.417403141361257,0.6007905138339921,0,0,0,0,0,0
0,300.1,309.7,1351,58.2,155,9.599999999999966,8.233319371727749,0.6126482213438735,0,0,0,0,0,0
1,300.1,309.6,1501,38.0,157,9.5,5.972565445026178,0.6205533596837944,0,0,0,0,0,0
0,300.1,309.7,1601,35.8,160,9.599999999999966,6.001654450261779,0.6324110671936759,0,0,0,0,0,0
1,300.0,309.6,1573,39.7,162,9.600000000000023,6.5390680628272255,0.6403162055335968,0,0,0,0,0,0
1,300.1,309.6,1584,36.7,165,9.5,6.087204188481675,0.6521739130434783,0,0,0,0,0,0
0,300.1,309.6,1649,33.6,168,9.5,5.801717277486911,0.6640316205533597,0,0,0,0,0,0
1,300.2,309.7,1183,61.4,170,9.5,7.605884816753926,0.6719367588932806,0,0,0,0,0,0
0,300.1,309.7,2151,17.5,173,9.599999999999966,3.9416230366492147,0.6837944664031621,0,0,0,0,0,0
0,300.2,309.8,1526,45.6,175,9.600000000000023,7.2864502617801055,0.691699604743083,0,0,0,0,0,0
1,300.3,309.9,1611,29.0,177,9.599999999999966,4.892041884816754,0.6996047430830039,0,0,0,0,0,0
0,300.3,309.9,1601,31.7,180,9.599999999999966,5.314314136125654,0.7114624505928854,0,0,0,0,0,0
0,300.3,310.0,1560,40.8,182,9.699999999999989,6.664712041884816,0.7193675889328063,0,0,0,0,0,0
0,300.4,310.1,1544,41.9,184,9.700000000000045,6.774198952879581,0.7272727272727273,0,0,0,0,0,0
1,300.4,310.0,1560,42.3,186,9.600000000000023,6.909738219895288,0.7351778656126482,0,0,0,0,0,0
0,300.4,310.0,1423,44.2,189,9.600000000000023,6.586031413612566,0.7470355731225297,0,0,0,0,0,0
0,300.4,310.1,1614,33.5,191,9.700000000000045,5.661675392670157,0.7549407114624506,0,0,0,0,0,0
1,300.4,310.1,1457,35.1,193,9.700000000000045,5.355047120418849,0.7628458498023716,0,0,0,0,0,0
0,300.4,310.1,1503,42.2,196,9.700000000000045,6.641528795811519,0.7747035573122529,0,0,0,0,0,0
2,300.4,310.1,1484,38.0,198,9.700000000000045,5.904921465968586,0.782608695652174,0,0,0,0,0,0
0,300.3,309.9,1540,39.9,203,9.599999999999966,6.43413612565445,0.8023715415019763,0,0,0,0,0,0
2,300.3,309.9,1405,52.1,205,9.599999999999966,7.664973821989529,0.8102766798418972,0,0,0,0,0,0
2,300.3,309.9,1394,46.7,210,9.599999999999966,6.816732984293194,0.8300395256916996,1,1,0,0,0,0
0,300.3,309.9,1518,36.4,0,9.599999999999966,5.785884816753926,0.0,0,0,0,0,0,0
0,300.3,309.9,1527,41.4,2,9.599999999999966,6.619664921465968,0.007905138339920948,0,0,0,0,0,0
0,300.3,309.9,1377,55.3,4,9.599999999999966,7.973623036649213,0.015810276679841896,0,0,0,0,0,0
1,300.3,310.0,1537,37.5,6,9.699999999999989,6.035340314136126,0.023715415019762844,0,0,0,0,0,0
1,300.3,310.0,1409,43.2,9,9.699999999999989,6.3736963350785345,0.03557312252964427,0,0,0,0,0,0
0,300.3,309.9,1393,56.1,12,9.599999999999966,8.182963350785341,0.04743083003952569,0,0,0,0,0,0
0,300.2,309.7,1448,36.8,14,9.5,5.5797277486910986,0.05533596837944664,0,0,0,0,0,0
0,300.2,309.8,1418,49.3,16,9.600000000000023,7.320146596858638,0.06324110671936758,0,0,0,0,0,0
1,300.2,309.8,1743,24.1,18,9.600000000000023,4.398565445026178,0.07114624505928854,0,0,0,0,0,0
1,300.2,309.8,1394,47.4,21,9.600000000000023,6.918910994764397,0.08300395256916997,0,0,0,0,0,0
0,300.3,309.8,1523,39.2,24,9.5,6.251476439790577,0.09486166007905138,0,0,0,0,0,0
0,300.2,309.8,1353,59.4,26,9.600000000000023,8.41551832460733,0.10276679841897234,0,0,0,0,0,0
1,300.3,309.9,1447,46.5,28,9.599999999999966,7.045602094240838,0.11067193675889328,0,0,0,0,0,0
0,300.3,309.9,1570,34.0,31,9.599999999999966,5.5895287958115185,0.1225296442687747,0,0,0,0,0,0
1,300.3,309.9,1494,38.5,33,9.599999999999966,6.022931937172775,0.13043478260869565,0,0,0,0,0,0
0,300.3,309.9,1621,34.1,36,9.599999999999966,5.78807329842932,0.1422924901185771,0,0,0,0,0,0
0,300.4,310.0,1769,26.1,38,9.600000000000023,4.834649214659686,0.15019762845849802,0,0,0,0,0,0
0,300.4,310.0,1282,66.1,40,9.600000000000023,8.873319371727748,0.15810276679841898,0,0,0,0,0,0
0,300.4,310.0,1581,30.3,42,9.600000000000023,5.016157068062827,0.16600790513833993,0,0,0,0,0,0
0,300.6,310.1,1656,32.7,44,9.5,5.67028272251309,0.17391304347826086,0,0,0,0,0,0
0,300.6,310.2,1648,31.7,46,9.599999999999966,5.470324607329843,0.18181818181818182,0,0,0,0,0,0
0,300.7,310.2,1639,31.4,48,9.5,5.38896335078534,0.18972332015810275,0,0,0,0,0,0
0,300.7,310.2,1348,54.8,50,9.5,7.735120418848167,0.1976284584980237,0,0,0,0,0,0
0,300.8,310.3,1537,33.3,52,9.5,5.359382198952879,0.20553359683794467,0,0,0,0,0,0
1,300.8,310.3,1270,61.0,54,9.5,8.112041884816755,0.2134387351778656,0,0,0,0,0,0
0,300.7,310.3,1662,34.4,57,9.600000000000023,5.986680628272251,0.22529644268774704,0,0,0,0,0,0
1,300.7,310.3,1471,40.2,59,9.600000000000023,6.192062827225131,0.233201581027668,0,0,0,0,0,0
0,300.6,310.1,1337,45.8,62,9.5,6.412,0.2450592885375494,0,0,0,0,0,0
2,300.7,310.2,1877,24.8,64,9.5,4.874303664921466,0.25296442687747034,0,0,0,0,0,0
0,300.6,310.2,1519,44.6,69,9.599999999999966,7.093968586387436,0.2727272727272727,0,0,0,0,0,0
0,300.6,310.2,1378,47.3,71,9.599999999999966,6.825068062827224,0.28063241106719367,0,0,0,0,0,0
0,300.7,310.2,1696,27.5,73,9.5,4.883769633507853,0.2885375494071146,0,0,0,0,0,0
0,300.7,310.1,1376,50.8,75,9.400000000000034,7.319455497382199,0.2964426877470356,0,0,0,0,0,0
0,300.7,310.2,1807,24.2,77,9.5,4.578994764397906,0.30434782608695654,0,0,0,0,0,0
0,300.7,310.1,1598,32.8,79,9.400000000000034,5.488418848167538,0.31225296442687744,0,0,0,0,0,0
0,300.7,310.1,1565,40.2,81,9.400000000000034,6.587748691099478,0.3201581027667984,0,0,0,0,0,0
0,300.7,310.2,1387,50.6,83,9.5,7.348921465968586,0.32806324110671936,0,0,0,0,0,0
0,300.7,310.0,1395,48.0,85,9.300000000000011,7.01151832460733,0.3359683794466403,0,0,0,0,0,0
1,300.6,310.0,1302,62.9,87,9.399999999999977,8.575476439790576,0.3438735177865613,0,0,0,0,0,0
1,300.6,310.0,1397,55.2,90,9.399999999999977,8.074806282722514,0.3557312252964427,0,0,0,0,0,0
0,300.6,310.0,1313,52.9,93,9.399999999999977,7.2730575916230364,0.3675889328063241,0,0,0,0,0,0
0,300.6,310.0,1505,35.9,95,9.399999999999977,5.657539267015707,0.37549407114624506,0,0,0,0,0,0
2,300.6,310.0,1483,44.0,97,9.399999999999977,6.832670157068063,0.383399209486166,0,0,0,0,0,0
2,300.5,310.0,1358,60.4,102,9.5,8.588816753926702,0.4031620553359684,0,0,0,0,0,0
1,300.5,309.9,1735,27.0,107,9.399999999999977,4.9052356020942405,0.42292490118577075,0,0,0,0,0,0
1,300.5,309.8,1416,48.5,110,9.300000000000011,7.1912041884816755,0.43478260869565216,0,0,0,0,0,0
0,300.4,309.7,1740,31.1,113,9.300000000000011,5.666387434554974,0.44664031620553357,0,0,0,0,0,0
0,300.4,309.7,1692,27.4,115,9.300000000000011,4.854534031413612,0.45454545454545453,0,0,0,0,0,0
0,300.5,309.8,1507,42.5,117,9.300000000000011,6.706544502617801,0.4624505928853755,0,0,0,0,0,0
